repo_name,repo_url,login,profile_url,location,country,prs_opened,prs_merged,pr_accept_rate,avg_time_to_merge,commits_total,issues_opened,stars_own_repos,contribution_period,activity_frequency,pr_requested_as_reviewer_rate
obs-studio,https://github.com/obsproject/obs-studio,telans,https://github.com/telans,New Zealand,New Zealand,99,47,47.47,5.67,65,30,9198,39,1.67,17.24
obs-studio,https://github.com/obsproject/obs-studio,jgh-,https://github.com/jgh-,"San Francisco, CA",Canada,53,24,45.28,12.97,94,44,2811,25,3.76,23.55
obs-studio,https://github.com/obsproject/obs-studio,JamyDev,https://github.com/JamyDev,"Puget Sound, WA",United States,118,82,69.49,5.77,226,10,1041,24,9.42,2.37
obs-studio,https://github.com/obsproject/obs-studio,jcward,https://github.com/jcward,"Boulder, CO",Colombia,127,86,67.72,10.0,342,13,872,7,48.86,14.51
obs-studio,https://github.com/obsproject/obs-studio,jkoan,https://github.com/jkoan,Germany,Germany,78,14,17.95,12.69,42,16,9648,54,0.78,15.49
obs-studio,https://github.com/obsproject/obs-studio,sangatxo,https://github.com/sangatxo,Alicante (Spain),Spain,108,70,64.81,13.01,76,8,6316,5,15.2,43.7
obs-studio,https://github.com/obsproject/obs-studio,jeremycole,https://github.com/jeremycole,"Seattle, WA, USA",United States,132,22,16.67,2.53,83,16,2108,8,10.38,41.88
obs-studio,https://github.com/obsproject/obs-studio,john5788,https://github.com/john5788,"Orange County, CA",Canada,120,20,16.67,1.29,38,5,9247,2,19.0,35.48
obs-studio,https://github.com/obsproject/obs-studio,jtopper,https://github.com/jtopper,United Kingdom,United Kingdom,37,4,10.81,9.99,20,19,6108,21,0.95,5.67
obs-studio,https://github.com/obsproject/obs-studio,joeflateau,https://github.com/joeflateau,"Syracuse, NY, USA",United States,109,7,6.42,11.11,11,31,1096,30,0.37,47.13
obs-studio,https://github.com/obsproject/obs-studio,lylyahiko,https://github.com/lylyahiko,"Charlotte, NC",New Caledonia,135,10,7.41,6.82,24,20,2574,37,0.65,42.74
obs-studio,https://github.com/obsproject/obs-studio,jb-alvarado,https://github.com/jb-alvarado,Germany,Germany,68,20,29.41,3.07,44,48,8952,60,0.73,46.49
obs-studio,https://github.com/obsproject/obs-studio,misyltoad,https://github.com/misyltoad,United Kingdom,United Kingdom,106,73,68.87,4.44,174,22,2110,60,2.9,28.85
obs-studio,https://github.com/obsproject/obs-studio,julijane,https://github.com/julijane,"Bochum, Germany",Germany,101,28,27.72,11.63,107,4,8585,15,7.13,12.61
obs-studio,https://github.com/obsproject/obs-studio,AnthonySuper,https://github.com/AnthonySuper,Denver,United States,99,48,48.48,3.49,240,46,7133,54,4.44,44.7
obs-studio,https://github.com/obsproject/obs-studio,ArtemiusUA,https://github.com/ArtemiusUA,"Chernihiv, Ukraine",Ukraine,19,6,31.58,2.08,26,31,5164,33,0.79,15.87
obs-studio,https://github.com/obsproject/obs-studio,asgeirom,https://github.com/asgeirom,Oslo,Norway,119,54,45.38,11.22,146,43,1241,12,12.17,12.0
obs-studio,https://github.com/obsproject/obs-studio,asahilina,https://github.com/asahilina,Tokyo,日本,122,38,31.15,8.03,94,18,355,5,18.8,13.97
obs-studio,https://github.com/obsproject/obs-studio,Autumin,https://github.com/Autumin,Hangzhou,China,44,20,45.45,10.31,25,12,6815,19,1.32,45.66
obs-studio,https://github.com/obsproject/obs-studio,winterheart,https://github.com/winterheart,Saint Petersburg,Россия,98,37,37.76,5.86,45,13,1227,16,2.81,11.82
obs-studio,https://github.com/obsproject/obs-studio,BGM99,https://github.com/BGM99,Germany,Germany,87,65,74.71,10.79,77,8,103,39,1.97,37.64
obs-studio,https://github.com/obsproject/obs-studio,cowboy,https://github.com/cowboy,"Boston, MA",Morocco,76,33,43.42,5.61,102,35,3124,16,6.38,9.67
obs-studio,https://github.com/obsproject/obs-studio,EposVox,https://github.com/EposVox,Kentucky,United States,65,38,58.46,4.54,47,31,5218,18,2.61,25.65
obs-studio,https://github.com/obsproject/obs-studio,adyscorpius,https://github.com/adyscorpius,"Toronto, ON",Canada,72,23,31.94,13.62,63,21,6014,59,1.07,24.47
obs-studio,https://github.com/obsproject/obs-studio,afriza,https://github.com/afriza,Indonesia,Indonesia,17,9,52.94,9.27,28,10,6393,4,7.0,0.82
obs-studio,https://github.com/obsproject/obs-studio,ab22,https://github.com/ab22,"Puerto Cortés, Honduras",Honduras,95,29,30.53,13.32,52,7,3699,16,3.25,3.98
obs-studio,https://github.com/obsproject/obs-studio,lexi-lambda,https://github.com/lexi-lambda,"Chicago, IL",United States,142,75,52.82,3.93,171,0,6294,48,3.56,15.1
obs-studio,https://github.com/obsproject/obs-studio,CryZe,https://github.com/CryZe,Germany,Germany,50,24,48.0,4.9,87,38,296,39,2.23,44.25
obs-studio,https://github.com/obsproject/obs-studio,abcdw,https://github.com/abcdw,Bangkok,Italy,11,1,9.09,13.96,3,28,6943,12,0.25,2.92
obs-studio,https://github.com/obsproject/obs-studio,CMThF,https://github.com/CMThF,Graz,Switzerland,53,28,52.83,12.62,73,38,6818,5,14.6,4.84
obs-studio,https://github.com/obsproject/obs-studio,Colerar,https://github.com/Colerar,Shanghai,China,33,10,30.3,12.67,24,33,6288,30,0.8,38.8
obs-studio,https://github.com/obsproject/obs-studio,copyliu,https://github.com/copyliu,Whatever,Ελλάς,36,19,52.78,6.49,64,25,1870,37,1.73,49.73
obs-studio,https://github.com/obsproject/obs-studio,Darkhogg,https://github.com/Darkhogg,"Madrid, Spain",Spain,5,1,20.0,10.52,3,16,3177,21,0.14,25.83
obs-studio,https://github.com/obsproject/obs-studio,YellowOnion,https://github.com/YellowOnion,"Christchurch, New Zealand",New Zealand,34,8,23.53,5.69,8,23,8052,45,0.18,14.57
obs-studio,https://github.com/obsproject/obs-studio,2mac,https://github.com/2mac,"Arkansas, United States",United States,32,9,28.12,11.73,34,12,2681,10,3.4,20.15
obs-studio,https://github.com/obsproject/obs-studio,davidplappert,https://github.com/davidplappert,"Peoria, IL",United States,108,5,4.63,9.07,7,41,6249,3,2.33,13.67
obs-studio,https://github.com/obsproject/obs-studio,Stealthii,https://github.com/Stealthii,"Belfast, UK",United Kingdom,34,17,50.0,7.26,33,4,1786,1,33.0,9.1
obs-studio,https://github.com/obsproject/obs-studio,Bleuzen,https://github.com/Bleuzen,Germany,Germany,45,14,31.11,3.22,30,30,5571,41,0.73,45.63
obs-studio,https://github.com/obsproject/obs-studio,bobvandevijver,https://github.com/bobvandevijver,The Netherlands,Netherlands,8,2,25.0,13.55,10,31,9734,57,0.18,4.23
obs-studio,https://github.com/obsproject/obs-studio,ErunamoJAZZ,https://github.com/ErunamoJAZZ,"Medellín-Bogotá, Colombia",Colombia,89,62,69.66,13.38,295,38,4316,1,295.0,16.97
obs-studio,https://github.com/obsproject/obs-studio,caesay,https://github.com/caesay,"London, UK",United Kingdom,65,30,46.15,5.62,35,28,6076,21,1.67,13.04
obs-studio,https://github.com/obsproject/obs-studio,carlocastoldi,https://github.com/carlocastoldi,"Nice, France",France,11,3,27.27,10.86,13,16,3148,21,0.62,45.09
obs-studio,https://github.com/obsproject/obs-studio,trixnz,https://github.com/trixnz,"Stockholm, Sweden",Sweden,57,0,0.0,12.6,0,40,6829,25,0.0,45.19
obs-studio,https://github.com/obsproject/obs-studio,vishwin,https://github.com/vishwin,Pennsylvania,United States,98,11,11.22,1.04,41,29,543,46,0.89,6.19
obs-studio,https://github.com/obsproject/obs-studio,Cheeseness,https://github.com/Cheeseness,Australia,Australia,131,93,70.99,6.28,263,35,5416,45,5.84,46.03
the-algorithm,https://github.com/twitter/the-algorithm,dzhao,https://github.com/dzhao,San Francisco,United States,31,18,58.06,6.59,19,18,7809,9,2.11,19.07
the-algorithm,https://github.com/twitter/the-algorithm,pouriya,https://github.com/pouriya,"Iran, Tehran",ایران,107,22,20.56,11.41,28,39,7692,58,0.48,32.68
obs-studio,https://github.com/obsproject/obs-studio,0xcadams,https://github.com/0xcadams,"Phoenix, AZ",Azerbaijan,91,28,30.77,4.16,47,35,4204,8,5.88,42.29
caddy,https://github.com/caddyserver/caddy,armadi1809,https://github.com/armadi1809,"Coppenhagen, DK",Denmark,1,0,0.0,4.26,0,13,2388,37,0.0,37.77
caddy,https://github.com/caddyserver/caddy,sarge,https://github.com/sarge,"Tauranga, New Zealand",New Zealand,124,53,42.74,10.45,147,12,3216,39,3.77,29.53
caddy,https://github.com/caddyserver/caddy,emilylange,https://github.com/emilylange,European Union,Argentina,62,29,46.77,2.71,73,47,6974,52,1.4,46.26
caddy,https://github.com/caddyserver/caddy,willnorris,https://github.com/willnorris,"Temecula, CA",Canada,116,79,68.1,5.68,133,7,2170,42,3.17,7.65
caddy,https://github.com/caddyserver/caddy,xdevs23,https://github.com/xdevs23,Neuland,Germany,31,15,48.39,4.97,54,22,4548,21,2.57,28.54
caddy,https://github.com/caddyserver/caddy,steffenbusch,https://github.com/steffenbusch,Germany,Germany,115,17,14.78,3.01,68,20,4946,28,2.43,23.36
caddy,https://github.com/caddyserver/caddy,zaquestion,https://github.com/zaquestion,"Seattle, WA",United States,100,48,48.0,4.65,91,28,9903,33,2.76,48.15
caddy,https://github.com/caddyserver/caddy,jjlin,https://github.com/jjlin,California,United States,99,24,24.24,10.58,37,18,567,50,0.74,37.75
caddy,https://github.com/caddyserver/caddy,roblabla,https://github.com/roblabla,"France, FR",France,2,1,50.0,6.76,3,24,3460,7,0.43,7.99
caddy,https://github.com/caddyserver/caddy,simaotwx,https://github.com/simaotwx,Deisenhausen,Germany,118,94,79.66,8.12,413,11,2760,51,8.1,26.83
caddy,https://github.com/caddyserver/caddy,Siomachkin,https://github.com/Siomachkin,Poland,Poland,71,1,1.41,9.7,5,9,1911,15,0.33,2.56
caddy,https://github.com/caddyserver/caddy,vrongmeal,https://github.com/vrongmeal,Bengaluru,India,135,80,59.26,9.58,166,10,49,59,2.81,1.75
caddy,https://github.com/caddyserver/caddy,d-masson,https://github.com/d-masson,Paris,France,33,6,18.18,3.02,11,1,1696,26,0.42,48.33
caddy,https://github.com/caddyserver/caddy,jadidbourbaki,https://github.com/jadidbourbaki,"Boston, MA",Morocco,33,5,15.15,6.45,6,8,311,48,0.12,21.67
caddy,https://github.com/caddyserver/caddy,pascalgn,https://github.com/pascalgn,Germany,Germany,30,24,80.0,6.17,113,15,7036,33,3.42,6.75
caddy,https://github.com/caddyserver/caddy,ririsoft,https://github.com/ririsoft,France,France,73,8,10.96,9.83,10,21,6373,47,0.21,32.82
caddy,https://github.com/caddyserver/caddy,tobya,https://github.com/tobya,Ireland,Ireland,25,13,52.0,8.45,43,9,6091,11,3.91,24.93
caddy,https://github.com/caddyserver/caddy,rockorager,https://github.com/rockorager,"St. Paul, MN",Mongolia,108,38,35.19,13.75,127,10,8184,31,4.1,37.64
caddy,https://github.com/caddyserver/caddy,ueffel,https://github.com/ueffel,Germany,Germany,85,60,70.59,6.14,274,19,3837,35,7.83,18.54
caddy,https://github.com/caddyserver/caddy,jhwz,https://github.com/jhwz,New Zealand,New Zealand,79,31,39.24,2.47,86,36,9906,55,1.56,49.49
caddy,https://github.com/caddyserver/caddy,mmm444,https://github.com/mmm444,"Prague, Czechia",Czechia,69,46,66.67,13.99,120,8,6170,42,2.86,37.09
caddy,https://github.com/caddyserver/caddy,dylanschultzie,https://github.com/dylanschultzie,United States,United States,111,48,43.24,5.07,74,50,5536,2,37.0,24.1
caddy,https://github.com/caddyserver/caddy,diamondburned,https://github.com/diamondburned,"Seattle, WA",United States,114,4,3.51,2.72,20,50,4967,25,0.8,33.41
caddy,https://github.com/caddyserver/caddy,smebberson,https://github.com/smebberson,Adelaide,Australia,109,5,4.59,8.24,23,2,2608,12,1.92,28.04
caddy,https://github.com/caddyserver/caddy,skeetmtp,https://github.com/skeetmtp,"Lille, France",France,12,8,66.67,1.78,13,5,2585,50,0.26,15.07
caddy,https://github.com/caddyserver/caddy,abdusco,https://github.com/abdusco,Berlin,Germany,79,48,60.76,12.06,198,21,2973,50,3.96,25.64
caddy,https://github.com/caddyserver/caddy,kujenga,https://github.com/kujenga,"San Francisco, CA",Canada,32,14,43.75,10.9,52,34,6481,44,1.18,24.7
caddy,https://github.com/caddyserver/caddy,gucki,https://github.com/gucki,Switzerland,Switzerland,90,65,72.22,13.35,320,39,9094,7,45.71,31.08
caddy,https://github.com/caddyserver/caddy,billglover,https://github.com/billglover,"London, UK",United Kingdom,107,59,55.14,3.37,271,12,7197,14,19.36,46.77
caddy,https://github.com/caddyserver/caddy,keystroke3,https://github.com/keystroke3,Kenya,Kenya,87,14,16.09,7.16,28,33,6693,38,0.74,31.14
caddy,https://github.com/caddyserver/caddy,ottenhoff,https://github.com/ottenhoff,"Newburgh, NY",United States,84,5,5.95,2.57,22,47,8045,5,4.4,14.81
caddy,https://github.com/caddyserver/caddy,mcfedr,https://github.com/mcfedr,Ukraine,Ukraine,130,48,36.92,9.21,129,14,8595,4,32.25,38.13
caddy,https://github.com/caddyserver/caddy,maraino,https://github.com/maraino,"Redwood City, CA",Canada,73,43,58.9,11.74,150,36,7081,35,4.29,15.96
caddy,https://github.com/caddyserver/caddy,faddat,https://github.com/faddat,New York,United States,96,36,37.5,3.08,121,49,8351,31,3.9,25.48
caddy,https://github.com/caddyserver/caddy,jimen0,https://github.com/jimen0,Spain,Spain,87,9,10.34,12.57,14,23,4463,23,0.61,22.01
caddy,https://github.com/caddyserver/caddy,shyim,https://github.com/shyim,Germany,Germany,69,4,5.8,13.44,19,3,9237,57,0.33,28.8
caddy,https://github.com/caddyserver/caddy,SlavikCA,https://github.com/SlavikCA,"Greenville, SC",Brazil,65,23,35.38,4.87,47,4,7263,47,1.0,19.42
caddy,https://github.com/caddyserver/caddy,stangles,https://github.com/stangles,Netherlands,Netherlands,94,44,46.81,6.4,209,16,1884,9,23.22,33.79
caddy,https://github.com/caddyserver/caddy,tgeoghegan,https://github.com/tgeoghegan,"Bay Area, California",United States,106,2,1.89,6.09,7,20,7231,21,0.33,28.17
caddy,https://github.com/caddyserver/caddy,TristonianJones,https://github.com/TristonianJones,"Mountain View, CA",Canada,32,25,78.12,0.5,59,37,7298,11,5.36,24.39
caddy,https://github.com/caddyserver/caddy,aro-lew,https://github.com/aro-lew,Stuttgart,Germany,89,6,6.74,10.27,24,47,3027,10,2.4,15.9
caddy,https://github.com/caddyserver/caddy,VojtechVitek,https://github.com/VojtechVitek,Prague,Spain,109,29,26.61,7.23,119,35,3405,24,4.96,14.28
caddy,https://github.com/caddyserver/caddy,cxmcc,https://github.com/cxmcc,"Cupertino, CA",Canada,94,74,78.72,0.57,248,25,6028,56,4.43,23.38
caddy,https://github.com/caddyserver/caddy,AnomalRoil,https://github.com/AnomalRoil,Switzerland,Switzerland,47,2,4.26,13.61,2,29,6979,55,0.04,5.46
caddy,https://github.com/caddyserver/caddy,Hellio404,https://github.com/Hellio404,Morocco,Morocco,70,29,41.43,1.74,110,32,5475,42,2.62,42.63
caddy,https://github.com/caddyserver/caddy,zongzewu23,https://github.com/zongzewu23,"Seattle, WA",United States,12,6,50.0,13.02,15,0,9601,25,0.6,3.68
caddy,https://github.com/caddyserver/caddy,Monviech,https://github.com/Monviech,Frankfurt am Main,Germany,84,31,36.9,10.98,104,6,8479,6,17.33,16.8
caddy,https://github.com/caddyserver/caddy,nwhirschfeld,https://github.com/nwhirschfeld,Germany,Germany,23,0,0.0,11.14,0,16,9062,26,0.0,49.7
caddy,https://github.com/caddyserver/caddy,nikonhub,https://github.com/nikonhub,France,France,88,44,50.0,7.86,138,33,3214,11,12.55,8.42
caddy,https://github.com/caddyserver/caddy,pic,https://github.com/pic,Italy / Switzerland,Switzerland,21,3,14.29,13.73,9,32,1783,50,0.18,14.87
caddy,https://github.com/caddyserver/caddy,YourTechBud,https://github.com/YourTechBud,"Mumbai, India",India,75,36,48.0,13.15,51,46,2740,52,0.98,45.37
caddy,https://github.com/caddyserver/caddy,BattleRattle,https://github.com/BattleRattle,Hamburg,Germany,116,72,62.07,10.27,236,7,6992,9,26.22,21.32
caddy,https://github.com/caddyserver/caddy,Ns2Kracy,https://github.com/Ns2Kracy,Shanghai,China,79,42,53.16,10.51,57,2,2030,32,1.78,28.17
caddy,https://github.com/caddyserver/caddy,pascal-zarrad,https://github.com/pascal-zarrad,Germany,Germany,75,36,48.0,6.01,82,11,9676,14,5.86,23.31
caddy,https://github.com/caddyserver/caddy,bagbag,https://github.com/bagbag,"Rhein-Neckar-Kreis, Germany",Germany,114,63,55.26,13.38,91,22,5248,19,4.79,14.16
caddy,https://github.com/caddyserver/caddy,FossoresLP,https://github.com/FossoresLP,Germany,Germany,14,2,14.29,4.77,7,18,6244,49,0.14,18.61
caddy,https://github.com/caddyserver/caddy,pauljeannot,https://github.com/pauljeannot,"Toulouse, France",France,78,24,30.77,7.57,100,14,9311,56,1.79,25.31
caddy,https://github.com/caddyserver/caddy,kmpm,https://github.com/kmpm,"Dalsland, Sweden",Sweden,147,28,19.05,9.23,119,5,129,34,3.5,48.53
caddy,https://github.com/caddyserver/caddy,rajat315315,https://github.com/rajat315315,Delhi,India,123,29,23.58,10.34,109,41,499,59,1.85,28.89
caddy,https://github.com/caddyserver/caddy,Ranveer777,https://github.com/Ranveer777,"Pune, Maharashtra, India",India,88,16,18.18,8.73,35,43,9207,50,0.7,30.72
caddy,https://github.com/caddyserver/caddy,rishitashaw,https://github.com/rishitashaw,"Pune, India",India,125,68,54.4,11.13,297,35,3755,12,24.75,46.91
caddy,https://github.com/caddyserver/caddy,PKeidel,https://github.com/PKeidel,"DE, Frankfurt am Main",Germany,57,32,56.14,12.57,105,11,9937,3,35.0,19.48
caddy,https://github.com/caddyserver/caddy,rithvikvibhu,https://github.com/rithvikvibhu,India,India,46,19,41.3,2.73,60,42,6946,49,1.22,39.59
caddy,https://github.com/caddyserver/caddy,rgl,https://github.com/rgl,"Lisbon, Portugal",Portugal,67,8,11.94,2.61,31,5,1122,58,0.53,48.88
caddy,https://github.com/caddyserver/caddy,iamd3vil,https://github.com/iamd3vil,India,India,7,0,0.0,9.61,0,30,802,2,0.0,20.25
caddy,https://github.com/caddyserver/caddy,sbruens,https://github.com/sbruens,"New York City, NY",United States,4,1,25.0,7.62,2,11,7721,23,0.09,18.46
caddy,https://github.com/caddyserver/caddy,klaxa,https://github.com/klaxa,Germany,Germany,33,6,18.18,8.52,13,19,7014,26,0.5,3.95
caddy,https://github.com/caddyserver/caddy,lemmi,https://github.com/lemmi,Germany,Germany,136,38,27.94,11.99,129,2,9029,30,4.3,44.88
caddy,https://github.com/caddyserver/caddy,lu4p,https://github.com/lu4p,"Hamburg, Germany",Germany,11,1,9.09,3.34,4,10,1232,29,0.14,13.9
caddy,https://github.com/caddyserver/caddy,linquize,https://github.com/linquize,Hong Kong,Hong Kong,99,0,0.0,5.06,0,29,1103,46,0.0,15.06
caddy,https://github.com/caddyserver/caddy,networkException,https://github.com/networkException,"Europe, Germany",Germany,104,13,12.5,10.31,33,6,9121,3,11.0,25.52
caddy,https://github.com/caddyserver/caddy,radiden,https://github.com/radiden,Poland,Poland,69,48,69.57,9.69,132,26,5644,50,2.64,47.73
caddy,https://github.com/caddyserver/caddy,bookiu,https://github.com/bookiu,深圳,中国,1,0,0.0,3.16,0,27,1138,33,0.0,31.09
caddy,https://github.com/caddyserver/caddy,heimoshuiyu,https://github.com/heimoshuiyu,会同村立大学,中国,138,37,26.81,4.07,144,27,6843,38,3.79,32.31
caddy,https://github.com/caddyserver/caddy,DenebTM,https://github.com/DenebTM,austria,Austria,59,21,35.59,11.92,49,8,6562,59,0.83,9.01
caddy,https://github.com/caddyserver/caddy,iliana,https://github.com/iliana,seattle,United States,65,0,0.0,6.32,0,48,8728,59,0.0,37.51
caddy,https://github.com/caddyserver/caddy,s2010,https://github.com/s2010,"Riyadh, Saudi Arabia",Saudi Arabia,79,26,32.91,3.47,86,13,2450,38,2.26,4.19
caddy,https://github.com/caddyserver/caddy,ben-bud,https://github.com/ben-bud,London,United Kingdom,108,79,73.15,13.74,150,34,1909,16,9.38,4.41
